product_id,gender,masterCategory,subCategory,articleType,baseColour,season,productDisplayName,quantity
26197,Men,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Formula 1 Go Men Perfume,56
31120,Girls,Apparel,Topwear,Tops,Pink,Summer,Palm Tree Girls Pink Top,45
25712,Unisex,Accessories,Headwear,Caps,Blue,Summer,ADIDAS Unisex Blue Cap,151
11527,Men,Apparel,Topwear,Tshirts,Olive,Fall,United Colors of Benetton Men Olive Tshirts,46
14869,Men,Accessories,Wallets,Wallets,Black,Summer,United Colors of Benetton Men Solid Black Wallets,305
40385,Women,Apparel,Topwear,Tops,Yellow,Summer,Tokyo Talkies Women Yellow Top,132
15187,Men,Apparel,Topwear,Tshirts,White,Fall,Arrow Sport Men Solid White Polo Tshirts,36
5402,Women,Footwear,Shoes,Sports Shoes,Purple,all days(sports shoes),Kalenji Ekiden 200 Wn Purple 2011,46
44725,Women,Footwear,Flip Flops,Flip Flops,Orange,Summer,Lotto Women Coral Elegant Flip Flops,32
14055,Men,Apparel,Topwear,Shirts,Green,Fall,Flying Machine Men Check Green Shirts,75
20260,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Wrangler Men Applique Navy Blue Tshirt,42
7731,Men,Footwear,Flip Flops,Flip Flops,Grey,Winter,Puma Men's Winglet II Grey Yellow White Flip Flop,26
22153,Men,Footwear,Sandal,Sandals,Brown,Summer,Lee Cooper Men Brown Casual Sandals,53
43958,Men,Footwear,Sandal,Sandals,Olive,Fall,Puma Men Olive Techno Ind Sandal,42
28469,Women,Apparel,Topwear,Tshirts,Pink,Summer,Urban Yoga Women Printed Pink T-shirt,28
50573,Men,Apparel,Innerwear,Trunk,Charcoal,Summer,Chromozome Men Charcoal Trunk Trunks,37
34036,Boys,Apparel,Topwear,Shirts,Blue,Summer,Palm Tree Boys Check Blue Shirt,97
55001,Women,Personal Care,Lips,Lipstick,Pink,Spring,Lakme Absolute Lip Last Day Kiss Lip Colour,47
8779,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Indigo Nation Men Club Satin Hot Stepper Navy Blue Shirt,51
3391,Women,Accessories,Bags,Handbags,White,Winter,Murcia Women White With Stitch Bag,48
43164,Men,Accessories,Watches,Watches,Black,Winter,Fastrack Men Black Watch,340
2243,Men,Apparel,Topwear,Tshirts,White,Fall,ADIDAS Men Stripe Polo White Polo T-shirt,46
30496,Women,Apparel,Innerwear,Bra,Purple,Summer,Lovable Women Fiona Purple Bra,117
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,Jockey Women Blue Lounge Pants,42
57756,Women,Personal Care,Skin Care,Face Wash and Cleanser,Green,Spring,Lotus Herbals Neem & Clove Purifying Face Wash,31
33213,Women,Apparel,Topwear,Tops,Magenta,Summer,Sepia Women Printed Magenta Top,43
39729,Women,Apparel,Topwear,Tops,Olive,Summer,Arrow Woman Olive Top,89
25376,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Levis Men Grey Innerwear T-Shirt,41
11143,Men,Apparel,Topwear,Shirts,Black,Fall,Scullers Men Price Catch Black Shirts,102
56684,Women,Apparel,Saree,Sarees,Beige,Fall,Fabindia Beige & Maroon Mull Printed Saree,44
4988,Women,Apparel,Dress,Dresses,White,Summer,Gini and Jony Girl's Vanya White Polka Dot Kidswear,31
44341,Men,Apparel,Topwear,Tshirts,Blue,Summer,Indian Terrain Men Blue T-shirt,73
14431,Women,Footwear,Shoes,Heels,Black,Summer,Enroute Women Casual Black Flats,190
20604,Women,Accessories,Bags,Handbags,Brown,Winter,Baggit Women Umbrella Dum Brown Handbag,50
52224,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,Lencia Grey Swarovski Pearl Necklace,34
45293,Women,Accessories,Watches,Watches,Red,Winter,CASIO SHEEN Women Red Dial Watch SX017,30
36761,Men,Accessories,Watches,Watches,Black,Winter,Maxima Men Black Watch,389
33021,Women,Apparel,Topwear,Kurtas,Cream,Summer,Mother Earth Women Printed Cream Kurta,33
25144,Women,Accessories,Bags,Handbags,Orange,Winter,Lino Perros Women Leatherite Orange Handbag,52
11371,Men,Apparel,Topwear,Shirts,Black,Fall,United Colors Of Benetton Men Summer Black Shirts,41
41401,Women,Apparel,Topwear,Tops,White,Summer,Wrangler Women White Smocked Top,44
14603,Men,Accessories,Socks,Socks,Grey,Summer,United Colors of Benetton Men Pack of 2 Grey Socks,117
37481,Women,Accessories,Watches,Watches,White,Winter,Esprit Women White Dial Watch,72
5254,Unisex,Accessories,Bags,Duffel Bag,Red,Winter,Wildcraft Unisex Red Duffle Bag,83
44173,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Nike Fragrances Women Trendy Perfume 75ml,42
25978,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,J.Del Pozo Halloween Kiss Sexy Women Perfume,33
4386,Men,Apparel,Topwear,Tshirts,Grey,Summer,Wrangler Cowboy Photo T-shirt,33
51693,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Van Heusen Unisex Brown Sunglasses,28
16154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Enroute Men Leather Black Formal Shoes,503
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Summer,Reebok Men Navy Twist Sandals,37
29789,Men,Apparel,Topwear,Tshirts,Pink,Summer,Basics Men Pack of 3 T-shirt,53
19920,Unisex,Accessories,Bags,Backpacks,Black,Winter,Wildcraft Unisex Black Outdoor Backpack,45
7503,Men,Apparel,Topwear,Tshirts,Blue,Summer,Nike Men's As Icon Blue T-shirt,43
46624,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,Rasasi Men Emotion Deo and Perfume Set,48
34204,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Proline Men Navy Track Pants,29
17086,Women,Accessories,Wallets,Wallets,Orange,Winter,Lino Perros Women Blue Zip Orange Wallet,43
50741,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Red Chief Men Black Shoes,155
55233,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,Lakme Nine to Five Flawless Makeup Shell Foundation,28
13426,Men,Apparel,Topwear,Tshirts,Red,Summer,United Colors of Benetton Men Stripes Red  Polo T-shirts,42
43356,Women,Footwear,Shoes,Sports Shoes,Charcoal,Summer,Reebok Women Charcoal Grey Fuel Techno Sports Shoes,25
28207,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Ray-Ban Men Active Lifestyle Black Sunglasses,80
13846,Men,Apparel,Topwear,Shirts,Blue,Fall,John Miller Men Stripes Blue Shirts,91
12994,Boys,Footwear,Shoes,Sports Shoes,Black,Fall,ADIDAS Kids Boys Duramo Synthetic Black Sports Shoes,31
46278,Women,Apparel,Topwear,Tunics,Red,Summer,109F Women Red & White Striped Tunic,37
16508,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Locomotive Men Washed Blue Jeans,803
18492,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,Puma Men Danny Blue Slipper,28
19540,Men,Apparel,Topwear,Sweaters,Blue,Summer,United Colors of Benetton Men Solid Blue Sweater,107
7963,Men,Apparel,Topwear,Tshirts,White,Fall,Puma Men's Large Logo Graphic White French T-shirt,43
8117,Men,Accessories,Watches,Watches,Black,Winter,Fastrack Men New Analog Black Navy Watch,42
49230,Men,Accessories,Socks,Socks,Black,Summer,Calzini Men Pack of 5 Sports Socks,97
39147,Women,Apparel,Apparel Set,Kurta Sets,Purple,Fall,Aneri Women Purple Salwar Suit,49
36933,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Bulgari Women Omnia Perfume,132
57138,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Elle Women Brown Trousers,125
20856,Men,Footwear,Shoes,Casual Shoes,Black,Fall,United Colors of Benetton Men Casual Black Shoes,37
5608,Men,Footwear,Sandal,Sandals,Black,Summer,ADIDAS Men Kendall Black Navy Floater,42
58170,Women,Accessories,Bags,Clutches,Red,Fall,Rocky S Women Red Clutch,34
53598,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,Q&Q Men Black Digital Watch,69
15983,Men,Apparel,Topwear,Shirts,Burgundy,Fall,Turtle Solid Men  Burgundy Shirt,39
39375,Women,Accessories,Watches,Watches,Silver,Winter,Helix Women Silver Dial Watch,139
14851,Women,Accessories,Wallets,Wallets,Coffee Brown,Summer,United Colors of Benetton Women Solid Coffee Brown Wallets,32
59290,Men,Accessories,Watches,Watches,Black,Winter,Titan Men Black Dial Watch,591
52678,Men,Accessories,Watches,Watches,Black,Winter,Morellato Men Black Watch,75
20258,Men,Apparel,Topwear,Tshirts,Brown,Fall,Wrangler Men Polo Charcoal T-shirt,38
47198,Men,Footwear,Sandal,Sandals,Brown,Summer,Franco Leone Men Brown Sandals,450
27841,Men,Accessories,Belts,Belts,White,Summer,Bulchee Men Plain Jeans White Belt,30
28035,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,Jockey ELANCE Men Grey Melange Y Front Briefs 1006,56
31924,Women,Accessories,Bags,Handbags,Black,Summer,Fabindia Women Black Silk Handbag,85
26993,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Jealous 21 Women Washed Blue Jeans,302
13248,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Palm Tree Kids Boy Solid Brown Trousers,69
43538,Women,Apparel,Topwear,Tops,Blue,Summer,French Connection Women Blue Top,215
8325,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,Doodle Boy's Athletic 77 Dept Yellow Teen Kidswear,48
31118,Girls,Apparel,Topwear,Tops,Red,Summer,Gini and Jony Girls Red Top,179
19772,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,ADIDAS Men Vigor Blue Casual Shoes,43
46876,Men,Accessories,Socks,Socks,Grey,Summer,Lino Perros Men Pack of 2 Socks,79
5862,Men,Apparel,Topwear,Tshirts,Black,Summer,ADIDAS Men's Stripe Black T-shirt,33
39711,Men,Accessories,Watches,Watches,Black,Winter,ADIDAS Original Men Black Dial Chronograph Watch ADH2641,57
14409,Women,Footwear,Shoes,Heels,White,Summer,Enroute Women Casual White Heels,44
44379,Men,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,ADIDAS Men Intense Touch  Perfume,47
11947,Men,Footwear,Sandal,Sandals,Olive,Summer,Ganuchi Men Casual Olive Sandals,32
36759,Men,Accessories,Watches,Watches,White,Winter,Maxima Men White Dial Watch,1389
51499,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Denizen Women Blue Jeans,363
29583,Women,Footwear,Shoes,Flats,Silver,Summer,Puma Women Grace Silver Sandals,34
55805,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,SDL by Sweet Dreams Women Pink & Black Printed Night Suit S11-3134,41
7709,Women,Apparel,Bottomwear,Jeans,Black,Fall,Jealous 21 Women's Aaren Black Jegging,42
28451,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Urban Yoga Women Black Track Pants,29
43960,Men,Apparel,Topwear,Shirts,Grey,Summer,Indigo Nation Men Grey Striped Shirt,119
8741,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Indigo Nation Men Checks Shirt Navy Blue Shirts,67
55039,Women,Personal Care,Lips,Lipstick,Brown,Spring,Lakme Absolute Matte Merlot Lipstick 45,37
19316,Unisex,Accessories,Bags,Backpacks,Grey,Fall,Nike Unisex Hayward 25M Grey Backpack,35
27419,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Winter,Jockey Women Black Lounge Pants,42
34832,Men,Footwear,Shoes,Sports Shoes,White,Summer,ADIDAS Men Sukoi White Sports Shoes,58
23885,Men,Footwear,Shoes,Sports Shoes,Grey,Winter,Fila Men Grey Hex Sports Shoes,36
19918,Unisex,Accessories,Bags,Backpacks,Black,Winter,Wildcraft Unisex Black Backpack,383
22359,Men,Apparel,Topwear,Shirts,Blue,Summer,John Players Men Check Blue Shirt,224
19124,Women,Footwear,Flip Flops,Flip Flops,Pink,Fall,Lotto Women XL Kelly Pink Slippers,47
16950,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,Image Men Sunglasses,99
49654,Women,Apparel,Bottomwear,Skirts,Grey,Summer,Mineral Women Grey Skirt,60
2049,Men,Apparel,Topwear,Tshirts,White,Summer,ADIDAS Men's Slim Fit White T-shirt,52
17882,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Levis Men Comfort Style White Innerwear Vest,139
44977,Men,Accessories,Watches,Watches,Silver,Winter,Maxima Men Silver Dial Attivo Watch,117
33019,Women,Apparel,Topwear,Kurtas,Yellow,Summer,Mother Earth Women Printed Yellow Kurta,71
41439,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Lee Cooper Men Black Sports Shoes,65
39523,Unisex,Accessories,Bags,Trolley Bag,Black,Summer,Peter England Unisex Black One Dayer Black Trolley Bag,39
52812,Men,Accessories,Wallets,Wallets,Black,Summer,JAG Men Black Leather Wallet,456
11349,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Lee Men Blue Chicago Fit Jeans,231
24892,Men,Apparel,Topwear,Tshirts,Black,Fall,United Colors of Benetton Men Black T-shirt,91
58514,Women,Apparel,Topwear,Tops,Grey,Summer,Tonga Women Grey Top,76
33825,Women,Footwear,Shoes,Sports Shoes,Silver,Summer,Puma Women Kuris Silver & Grey Sports Shoes,55
25940,Women,Accessories,Scarves,Scarves,Yellow,Summer,Femella Women Yellow & Blue Scarf,35
38637,Men,Apparel,Topwear,Tshirts,Red,Summer,Nike Men Red Delhi T-shirt,35
5896,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Puma Men Cavallino Black Shoe,41
4944,Men,Apparel,Topwear,Shirts,White,Summer,Gini and Jony Boy's Kaleb White Brown Infant Kidswear,54
10861,Men,Apparel,Topwear,Tshirts,White,Fall,Wrangler Men Dirt Riders White T-Shirts,51
59600,Women,Apparel,Saree,Sarees,Rust,Fall,FNF Rust Wedding Collection Sari,106
42846,Women,Accessories,Bags,Handbags,Multi,Summer,French Connection Women Multi Stripe Hand Bag,33
35128,Women,Accessories,Jewellery,Bracelet,Purple,Winter,Allen Solly Woman Purple Bangle,53
47508,Men,Apparel,Innerwear,Briefs,Black,Summer,Facit Men Black Brief,123
54923,Girls,Apparel,Bottomwear,Capris,Olive,Summer,Do u speak Green Girls Olive 3/4 Pant,45
43994,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,Police Women Passion Deo,27
17278,Men,Apparel,Topwear,Tshirts,Grey,Fall,U.S. Polo Assn. Men Printed  Steeple Grey Tshirt,40
31588,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Mark Taylor Men Printed Maroon T-shirt,47
49492,Men,Footwear,Shoes,Casual Shoes,Maroon,Summer,Vans Men Maroon & Grey Era Shoes,43
18230,Men,Apparel,Topwear,Tshirts,White,Fall,Manchester United Men Printed White Tshirt,279
23871,Men,Apparel,Topwear,Tshirts,Grey,Fall,ADIDAS Men Grey Striped T-shirt,39
9667,Men,Apparel,Topwear,Shirts,Purple,Fall,Indigo Nation Men Bling Red Black Shirts,46
16198,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,Puma Men Poly Knitted Black Tracksuit,49
3953,Women,Apparel,Topwear,Tshirts,Red,Summer,Jealous 21 Women's Red Peace T-shirt,68
29745,Men,Accessories,Watches,Watches,Black,Winter,Fossil Men Quartz Black Dial Chronograph Watch JR1303,43
28697,Women,Apparel,Topwear,Kurtas,Black,Summer,W Women Printed Black Kurta,195
12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,Puma Men Solid Blue Track Pants,39
8587,Men,Apparel,Topwear,Shirts,Red,Fall,Scullers Men Red Check Shirt,215
42248,Women,Apparel,Topwear,Tops,Pink,Summer,Sepia Women Pink Top,117
30668,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Park Avenue Men Black Sunglasses,527
9455,Men,Apparel,Topwear,Shirts,Red,Fall,John Miller Men Red Striped Shirt,40
18002,Women,Apparel,Bottomwear,Capris,Black,Summer,Puma Women Essential Skinny Black 3/4 Pant,20
44983,Women,Accessories,Watches,Watches,Silver,Winter,Maxima Women Silver Dial Watch,336
38405,Women,Accessories,Belts,Belts,White,Summer,Baggit Women White Capri Taj Belt,39
53934,Women,Accessories,Bags,Handbags,Brown,Summer,Kiara Women Brown Handbag,608
1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,Nabaiji Swimming Goggles Blue Black,39
25188,Women,Accessories,Bags,Handbags,Brown,Winter,Lino Perros Women Leatherite Brown Handbag,176
24866,Men,Accessories,Belts,Belts,Black,Summer,Reid & Taylor Men Formal Black Belt,43
53108,Women,Accessories,Jewellery,Earrings,Silver,Winter,Fabindia Silver Earrings,403
21528,Women,Accessories,Bags,Handbags,Copper,Winter,Kiara Women Sequins Copper Handbag,61
59432,Women,Accessories,Bags,Handbags,Black,Summer,Spice Art Women Black Handbag,103
32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,Allen Solly Women Red Shorts,42
6079,Men,Apparel,Topwear,Tshirts,Grey,Summer,UCB Men's Johny Collar With Two Tone Grey T-shirt,52
12960,Men,Footwear,Shoes,Sports Shoes,White,Fall,ADIDAS Men Sports White Sports Shoes,62
29321,Men,Apparel,Topwear,Tshirts,Black,Summer,ADIDAS Men Black Jersey,197
9031,Men,Footwear,Shoes,Casual Shoes,Tan,Winter,Buckaroo Men loma Tan Casual Shoes,51
6845,Unisex,Accessories,Shoe Accessories,Shoe Laces,Black,Summer,Timberland Unisex Hiker Round Lace Shoe Accessories,54
18466,Women,Personal Care,Fragrance,Perfume and Body Mist,colorlessness,Spring,Reebok Reebounce Women Perfumes,35
26369,Women,Apparel,Topwear,Shirts,Blue,Summer,Arrow Woman Blue Shirt,157
33489,Men,Apparel,Topwear,Shirts,Green,Summer,Doodle Kids Boy Check Green Shirt,61
59056,Women,Footwear,Shoes,Casual Shoes,Blue,Winter,Carlton London Women Blue & Cream Shoes,30
15379,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Fila Men Lobato Black Casual Shoes,36
45409,Women,Footwear,Shoes,Flats,Black,Winter,Rocia Women Black & Brown Sandals,262
56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,John Players Men Beige Shorts,33
58184,Women,Accessories,Bags,Handbags,Beige,Summer,Rocky S Women Beige Handbag,55
40947,Boys,Apparel,Topwear,Tshirts,Red,Summer,Gini and Jony Boys Core Red T-shirt,134
39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,Peter England Men Party Black Jeans,21
15977,Men,Apparel,Topwear,Shirts,Red,Fall,Turtle Solid Men Red Shirt,25
32769,Men,Apparel,Topwear,Tshirts,Blue,Spring,Music Men Printed Blue T-shirt,45
10439,Men,Apparel,Topwear,Tshirts,Brown,Fall,Flying Machine Men Walnut Brown Tshirts,28
59264,Women,Accessories,Watches,Watches,White,Winter,Titan Women White Watch,188
14099,Women,Apparel,Topwear,Tops,Pink,Fall,Flying Machine Women Solid Pink Tops,31
1852,Men,Apparel,Topwear,Tshirts,Blue,Summer,Inkfruit Men Ride It Or Die T-shirt,40
30802,Men,Apparel,Topwear,Shirts,Blue,Summer,Fabindia Men Blue Shirt,108
51009,Women,Apparel,Innerwear,Bra,Rose,Summer,Enamor Rose Full Figure Bra FF07,29
29113,Women,Accessories,Socks,Socks,White,Summer,Puma Women Pack of 3 Socks,84
7399,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Red Tape Men's Black Formal Shoe,223
26967,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Jealous 21 Women Check Navy Blue Top,67
27089,Women,Apparel,Topwear,Kurtas,Brown,Summer,Aneri Women Jazz Brown Kurta,49
48124,Women,Accessories,Belts,Belts,Brown,Summer,Fossil Women Brown Huarache Weave Belt,33
9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Puma Men Axis XT Black Shoes,48
51835,Women,Apparel,Innerwear,Briefs,Red,Summer,Bwitch Red Lace  Briefs,46
3739,Men,Accessories,Headwear,Caps,Blue,Fall,ADIDAS Men Delhi Daredevil Blue Cap,59
19786,Men,Apparel,Topwear,Tshirts,Navy Blue,Winter,U.S. Polo Assn. Men Solid Navy Blue Tshirt,51
44948,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Puma Men Black Aquil II Sports Shoes,47
24091,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Manchester United Men Navy Blue Striped T-shirt,53
57563,Women,Personal Care,Lips,Lipstick,Brown,Spring,Lotus Herbals Pure Colours Nutty Brown Lipstick 666,35
33026,Women,Apparel,Topwear,Kurtas,Pink,Fall,Mother Earth Women Pink Kurta,75
41406,Women,Apparel,Topwear,Tshirts,Pink,Summer,Wrangler Women Pink T-shirt,84
11376,Women,Apparel,Topwear,Tops,Grey,Fall,United Colors Of Benetton Women Light Winter Grey Tops,35
25143,Women,Accessories,Bags,Clutches,Silver,Winter,Lino Perros Women Silver Clutch,29
44174,Women,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,Nike Fragrances Women Sensual Touch Perfume and Deo Set,31
5253,Unisex,Accessories,Bags,Duffel Bag,Grey,Winter,Wildcraft Unisex Black & Grey Duffel Bag,25
20431,Women,Accessories,Wallets,Wallets,Brown,Winter,Baggit Women Tijori Viva Brown Wallet,33
14604,Men,Accessories,Socks,Socks,Green,Summer,United Colors of Benetton Men Stripes Green Socks,45
4381,Men,Apparel,Topwear,Tshirts,Blue,Summer,Superman Men's Silhouette Light Blue T-shirt,33
46623,Unisex,Accessories,Bags,Backpacks,Black,Summer,Nike Unisex Ultimatum Max Backpack,30
19927,Men,Footwear,Sandal,Sandals,Grey,Fall,ADIDAS Men Receptor Grey Sandals,25
7504,Women,Apparel,Topwear,Tshirts,Pink,Summer,Nike Women's Smash Pink T-shirt,48
22366,Men,Apparel,Topwear,Tshirts,White,Fall,Ed Hardy Men New Tiger White T-Shirt,34
3998,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Spalding Men's Black and White Graphic Flip Flop,47
51694,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Van Heusen Unisex Sunglasses VH216-C2,50
17081,Women,Accessories,Wallets,Wallets,Blue,Winter,Lino Perros Women Denim Blue Wallet,45
50746,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Red Chief Men Black Formal Shoes,477
34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,Proline Men Charcoal Grey Track Pants,37
55234,Women,Personal Care,Makeup,Foundation and Primer,Skin,Summer,Lakme 9to5 Flawless Makeup Marble Foundation,32
13421,Men,Apparel,Topwear,Tshirts,Black,Summer,United Colors of Benetton Men Stripes Black Polo T-shirts,42
27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Scullers Men Beige Trousers,147
22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Lee Cooper Men Black Formal Shoes,121
